"id","Survey","Race","Gender","Education","Age_Group","Region","quota_cohort","LikelyVote","PartyAffiliate","survey_weight","Question1_Version","Experiment1_Question","Question2_Version","Experiment2_Question","EconomicConditions","EconomicExpect","CoronaWorry","CoronaChange","CoronaWork"
766,"Coronavirus Survey","White","Male","HS or Less","65+","Northeast","Northeast::65+::Male","Definitely will vote","Independent or another party",0.825642015738228,"Version A","100","Version A","A","Good","Improve","Not too worried","Yes, changing routines or plans","Not changed"
767,"Political Survey","White","Female","Post-Grad","35-44","Northeast","Northeast::35-44::Female","Likely will not vote","Democratic Party",0.672934360826737,"Version A","100","Version B","C","Excellent","Stay about the same",NA,NA,NA
768,"Coronavirus Survey","White","Female","HS or Less","18-34","Northeast","Northeast::18-34::Female","Definitely will not vote","Independent or another party",0.904731188571337,"Version B","100","Version A","A","Good","Get worse","Somewhat worried","No, not changing routines or plans","Hours increased"
769,"Coronavirus Survey","White","Female","College Grad","45-64","South","South::45-64::Female","Definitely will vote","Independent or another party",0.627370461031677,"Version A","100","Version A","C","Poor","Get worse","Very worried","Yes, changing routines or plans","Working from home"
770,"Political Survey","Hispanic","Female","Some College or Associate","65+","West","West::65+::Female","Definitely will vote","Republican Party",1.56189267842841,"Version A","100","Version A","A","Good","Don't know",NA,NA,NA
771,"Political Survey","White","Female","College Grad","18-34","Midwest","Midwest::18-34::Female","Definitely will vote","Republican Party",0.545694503201539,"Version A","100",NA,NA,"Good","Get worse",NA,NA,NA
772,"Coronavirus Survey","Other","Male","Post-Grad","45-64","West","West::45-64::Male","Likely will not vote","Republican Party",0.990726415833516,"Version A","1000","Version B","C","Only Fair","Get worse","Very worried","Yes, changing routines or plans","Not changed"
773,"Political Survey","White","Female","Some College or Associate","35-44","South","South::35-44::Female","Likely will not vote","Democratic Party",0.821751322763416,"Version A","100","Version B","C","Poor","Get worse",NA,NA,NA
774,"Political Survey","Hispanic","Female","College Grad","35-44","West","West::35-44::Female","Definitely will vote","Republican Party",1.13188328814808,"Version A","10","Version B","A","Excellent","Improve",NA,NA,NA
775,"Political Survey","White","Male","Some College or Associate","65+","Northeast","Northeast::65+::Male","Definitely will vote","Democratic Party",0.663408517074768,"Version B","100000","Version A","A","Poor","Stay about the same",NA,NA,NA
776,"Coronavirus Survey","White","Female","HS or Less","18-34","West","West::18-34::Female","Definitely will vote","Republican Party",1.03139248557937,"Version A","100","Version A","B","Good","Stay about the same","Not too worried","Yes, changing routines or plans","Working from home"
777,"Political Survey","White","Male","Some College or Associate","45-64","West","West::45-64::Male","Likely will vote","Republican Party",0.862382516348869,"Version B","1000","Version A","A","Only Fair","Get worse",NA,NA,NA
778,"Coronavirus Survey","Hispanic","Female","Some College or Associate","65+","West","West::65+::Female","Definitely will vote","Democratic Party",1.56189267842841,"Version B","100000","Version A","A","Only Fair","(Vol. DK/Refuse)","Not worried at all","Yes, changing routines or plans","Not changed"
779,"Political Survey","White","Female","College Grad","35-44","Northeast","Northeast::35-44::Female","Likely will vote","Republican Party",0.553700659644641,"Version A","100","Version A","A","Only Fair","Get worse",NA,NA,NA
780,"Coronavirus Survey","White","Female","HS or Less","45-64","South","South::45-64::Female","Definitely will vote","Republican Party",1.01141412338944,"Version B","1000","Version B","C","Good","Stay about the same","Not too worried","No, not changing routines or plans","Other change"
781,"Coronavirus Survey","Hispanic","Male","College Grad","18-34","Northeast","Northeast::18-34::Male","Definitely will vote","Republican Party",1.77837953117106,"Version B","10000","Version B","C","Good","Improve","Not worried at all","No, not changing routines or plans","Not changed"
782,"Coronavirus Survey","Black or African American","Female","Post-Grad","45-64","South","South::45-64::Female","Definitely will vote","Democratic Party",0.777340963755923,"Version A","100","Version B","B","Poor","Get worse","Very worried","Yes, changing routines or plans","Working from home"
783,"Coronavirus Survey","White","Female","Some College or Associate","65+","South","South::65+::Female","Definitely will vote","Republican Party",0.861094997881394,"Version B","200","Version A","B","Only Fair","Get worse","Somewhat worried","Yes, changing routines or plans","Other change"
784,"Coronavirus Survey","White","Male","Some College or Associate","45-64","West","West::45-64::Male","Definitely will vote","Republican Party",0.862382516348869,"Version B","10000","Version B","C","Good","Improve","Not too worried","Yes, changing routines or plans","Not changed"
785,"Political Survey","White","Male","Some College or Associate","45-64","South","South::45-64::Male","Definitely will vote","Republican Party",0.933738513078202,"Version B","1000000","Version B","C","Good","Stay about the same",NA,NA,NA
786,"Coronavirus Survey","White","Male","College Grad","18-34","Northeast","Northeast::18-34::Male","Definitely will vote","Republican Party",0.978985775668553,"Version B","100","Version B","B","Good","Stay about the same","Very worried","Yes, changing routines or plans","Working from home"
787,"Coronavirus Survey","White","Male","Post-Grad","35-44","South","South::35-44::Male","Definitely will vote","Independent or another party",0.860403950433704,"Version A","100","Version B","C","Only Fair","Get worse","Somewhat worried","No, not changing routines or plans","Not changed"
788,"Political Survey","White","Male","College Grad","65+","Northeast","Northeast::65+::Male","Definitely will vote","Independent or another party",0.51213780792872,"Version B","10000000","Version A","A","Poor","Get worse",NA,NA,NA
789,"Coronavirus Survey","White","Female","HS or Less","45-64","South","South::45-64::Female","Definitely will not vote","Independent or another party",1.01141412338944,"Version A","1000","Version A","A","Poor","Get worse","Very worried","Yes, changing routines or plans","Hours cut back"
790,"Political Survey","White","Female","College Grad","35-44","South","South::35-44::Female","Definitely will vote","Republican Party",0.634375215678985,"Version B","100","Version B","C","Poor","Improve",NA,NA,NA
791,"Coronavirus Survey","White","Male","Some College or Associate","65+","Northeast","Northeast::65+::Male","Definitely will vote","Republican Party",0.663408517074768,"Version B","1000000","Version A","B","Only Fair","Get worse","Somewhat worried","Yes, changing routines or plans","Not changed"
792,"Coronavirus Survey","White","Female","Post-Grad","45-64","Northeast","Northeast::45-64::Female","Definitely will vote","Democratic Party",0.620901774162342,"Version B","100","Version A","B","Poor","Get worse","Somewhat worried","Yes, changing routines or plans","Hours cut back"
793,"Coronavirus Survey","White","Male","Some College or Associate","45-64","Midwest","Midwest::45-64::Male","Definitely will vote","Republican Party",0.968063991660096,"Version A","100","Version B","C","Good","Get worse","Somewhat worried","Yes, changing routines or plans","Laid off"
794,"Coronavirus Survey",NA,"Female","HS or Less","45-64","Northeast","Northeast::45-64::Female","Likely will not vote","Independent or another party",0.903760920208105,"Version B","1000","Version B","B","Poor","Get worse","Not too worried","Yes, changing routines or plans","Working from home"
795,"Coronavirus Survey","Black or African American","Male","College Grad","65+","South","South::65+::Male","Definitely will vote","Independent or another party",0.813224699438143,"Version B","10000000000","Version B","C","Poor","Get worse","Very worried","Yes, changing routines or plans","Not changed"
796,"Political Survey","Hispanic","Female","HS or Less","45-64","South","South::45-64::Female","Definitely will vote","Independent or another party",1.83728734295937,"Version A","100","Version B","B","Poor","Get worse",NA,NA,NA
797,"Coronavirus Survey","Other","Male","Post-Grad","35-44","Midwest","Midwest::35-44::Male","Definitely will vote","Independent or another party",0.971725227144549,"Version A","100","Version A","A","Poor","Get worse","Somewhat worried","Yes, changing routines or plans","Working from home"
798,"Political Survey","Other","Female","College Grad","18-34","West","West::18-34::Female","Definitely will vote","Democratic Party",0.783374366228407,"Version A","100","Version A","A","Poor","Get worse",NA,NA,NA
799,"Coronavirus Survey","Hispanic","Male","Some College or Associate","45-64","South","South::45-64::Male","Definitely will vote","Republican Party",1.69618548133693,"Version B","100","Version A","C","Excellent","Improve","Not too worried","Yes, changing routines or plans","Not changed"
800,"Political Survey","White","Female","Post-Grad","35-44","West","West::35-44::Female","Definitely will vote","Democratic Party",0.757270854038477,"Version B","10000","Version A","C","Only Fair","Get worse",NA,NA,NA
801,"Political Survey","White","Male","Some College or Associate","65+","Midwest","Midwest::65+::Male","Definitely will vote","Independent or another party",0.919856792350644,NA,NA,"Version B","C","Good","Stay about the same",NA,NA,NA
802,"Coronavirus Survey","Other","Male","Post-Grad","45-64","West","West::45-64::Male","Likely will vote","Independent or another party",0.990726415833516,"Version B","1000","Version A","A","Only Fair","Improve","Somewhat worried","Yes, changing routines or plans","Working from home"
803,"Political Survey","White","Female","College Grad","45-64","West","West::45-64::Female","Definitely will vote","Republican Party",0.637996624777291,"Version A","1000","Version B","B","Excellent","Improve",NA,NA,NA
804,"Political Survey","White","Male","Some College or Associate","45-64","Northeast","Northeast::45-64::Male","Definitely will not vote","Independent or another party",0.785977552021026,"Version A","100","Version B","C","Good","Stay about the same",NA,NA,NA
805,"Coronavirus Survey","Hispanic","Male","College Grad","65+","South","South::65+::Male","Definitely will vote","Republican Party",1.44900140224996,"Version B","100","Version B","B","Only Fair","Improve","Very worried","Yes, changing routines or plans","Not changed"
